ID Transação;ID Cliente;Data Compra;Data Envio;Tempo Entrega (dias);Região;Categoria Produto;Produto;Forma Pagamento;Valor Compra (R$);Reclamação;Comentários;Nota
1208;CUST01208;15/06/25;21/06/25;6;Sul;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;400;Não;-;3
1209;CUST01209;19/05/25;24/05/25;5;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;1142;Não;-;3
1210;CUST01210;16/05/25;20/05/25;4;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;Cartão Débito;574;Não;-;3
1211;CUST01211;01/06/25;04/06/25;3;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;486;Não;-;3
1212;CUST01212;16/05/25;18/05/25;2;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1407;Não;-;3
1213;CUST01213;16/06/25;17/06/25;1;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;381;Não;-;3
1214;CUST01214;24/06/25;27/06/25;3;Centro-Oeste;Bebidas;Refrigerante Cola 2L;Dinheiro;985;Não;-;3
1215;CUST01215;20/06/25;25/06/25;5;Sul;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1170;Sim;Produto diferente do pedido;2
1216;CUST01216;02/06/25;06/06/25;4;Centro-Oeste;Higiene Pessoal;Shampoo 400ml;PIX;1008;Não;-;3
1217;CUST01217;30/06/25;05/07/25;5;Norte;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;195;Não;-;3
1218;CUST01218;31/05/25;07/06/25;7;Norte;Limpeza Doméstica;Sabão em Pó 1kg;PIX;1265;Sim;Atraso na entrega;1
1219;CUST01219;21/05/25;25/05/25;4;Sudeste;Limpeza Doméstica;Esponja Múltipla;PIX;169;Não;-;3
1220;CUST01220;15/06/25;18/06/25;3;Sudeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2801;Não;-;3
1221;CUST01221;30/05/25;03/06/25;4;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1628;Não;-;3
1222;CUST01222;30/06/25;10/07/25;10;Norte;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;145;Sim;Produto danificado;1
1223;CUST01223;28/05/25;29/05/25;1;Centro-Oeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1252;Sim;Produto diferente do pedido;2
1224;CUST01224;21/05/25;22/05/25;1;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;299;Não;-;3
1225;CUST01225;20/05/25;30/05/25;10;Norte;Alimentos Básicos;Macarrão Espaguete 500g;PIX;528;Não;-;3
1226;CUST01226;30/05/25;04/06/25;5;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1119;Sim;Embalagem violada;2
1227;CUST01227;08/06/25;11/06/25;3;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;787;Sim;Atendimento ruim;1
1228;CUST01228;04/06/25;07/06/25;3;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1223;Não;Compra sem complicações;4
1229;CUST01229;24/06/25;25/06/25;1;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;651;Não;-;3
1230;CUST01230;25/05/25;27/05/25;2;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;481;Não;-;3
1231;CUST01231;18/06/25;27/06/25;9;Sul;Alimentos Básicos;Farinha de Trigo 1kg;PIX;511;Não;-;3
1232;CUST01232;13/06/25;18/06/25;5;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1219;Não;Atendimento excelente;5
1233;CUST01233;30/05/25;03/06/25;4;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;864;Sim;Produto danificado;1
1234;CUST01234;24/05/25;31/05/25;7;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1446;Não;-;3
1235;CUST01235;12/06/25;13/06/25;1;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Débito;397;Sim;Cobrança duplicada;2
1236;CUST01236;27/06/25;07/07/25;10;Sul;Bebidas;Refrigerante Cola 2L;PIX;1080;Não;-;3
1237;CUST01237;13/06/25;14/06/25;1;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Débito;886;Não;Atendimento excelente;4
1238;CUST01238;02/06/25;10/06/25;8;Sul;Bebidas;Refrigerante Cola 2L;Cartão Débito;802;Não;-;3
1239;CUST01239;27/06/25;29/06/25;2;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1299;Não;-;3
1240;CUST01240;15/06/25;20/06/25;5;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1062;Não;-;3
1241;CUST01241;29/06/25;09/07/25;10;Sul;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;400;Não;Entrega rápida e sem problemas;4
1242;CUST01242;12/06/25;16/06/25;4;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;PIX;409;Sim;Produto diferente do pedido;1
1243;CUST01243;10/06/25;19/06/25;9;Sul;Limpeza Doméstica;Esponja Múltipla;PIX;152;Não;-;3
1244;CUST01244;21/05/25;27/05/25;6;Sul;Bebidas;Refrigerante Cola 2L;PIX;1085;Não;Compra sem complicações;5
1245;CUST01245;31/05/25;03/06/25;3;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;760;Não;-;3
1246;CUST01246;25/06/25;02/07/25;7;Norte;Bebidas;Água Mineral 1,5L;PIX;497;Não;-;3
1247;CUST01247;16/06/25;17/06/25;1;Sudeste;Limpeza Doméstica;Desinfetante 1L;PIX;428;Não;-;3
1248;CUST01248;16/05/25;19/05/25;3;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;643;Não;-;3
1249;CUST01249;27/06/25;02/07/25;5;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Dinheiro;427;Não;-;3
1250;CUST01250;03/06/25;12/06/25;9;Norte;Higiene Pessoal;Sabonete em Barra;PIX;302;Não;-;3
1251;CUST01251;18/06/25;28/06/25;10;Norte;Bebidas;Suco de Laranja 1L;Cartão Crédito;591;Não;-;3
1252;CUST01252;10/06/25;15/06/25;5;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1801;Não;-;3
1253;CUST01253;19/05/25;26/05/25;7;Norte;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;633;Não;-;3
1254;CUST01254;19/05/25;24/05/25;5;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;3024;Sim;Atendimento ruim;1
1255;CUST01255;08/06/25;10/06/25;2;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;147;Não;-;3
1256;CUST01256;30/05/25;04/06/25;5;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;462;Sim;Cobrança duplicada;2
1257;CUST01257;26/06/25;06/07/25;10;Norte;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1720;Não;-;3
1258;CUST01258;01/06/25;03/06/25;2;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;489;Não;-;3
1259;CUST01259;29/06/25;30/06/25;1;Centro-Oeste;Bebidas;Água Mineral 1,5L;PIX;223;Sim;Atraso na entrega;2
1260;CUST01260;28/05/25;31/05/25;3;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;574;Sim;Produto danificado;1
1261;CUST01261;22/05/25;26/05/25;4;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;324;Não;-;3
1262;CUST01262;26/05/25;27/05/25;1;Nordeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1310;Não;-;3
1263;CUST01263;12/06/25;13/06/25;1;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;2023;Não;-;3
1264;CUST01264;08/06/25;13/06/25;5;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;783;Não;-;3
1265;CUST01265;16/06/25;18/06/25;2;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;152;Sim;Produto diferente do pedido;1
1266;CUST01266;07/06/25;12/06/25;5;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;786;Não;-;3
1267;CUST01267;10/06/25;20/06/25;10;Norte;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;389;Sim;Atraso na entrega;1
1268;CUST01268;15/05/25;21/05/25;6;Sul;Bebidas;Suco de Laranja 1L;Cartão Crédito;758;Não;-;3
1269;CUST01269;18/05/25;19/05/25;1;Centro-Oeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1126;Não;-;3
1270;CUST01270;30/05/25;07/06/25;8;Norte;Limpeza Doméstica;Esponja Múltipla;PIX;229;Não;-;3
1271;CUST01271;06/06/25;08/06/25;2;Sudeste;Higiene Pessoal;Shampoo 400ml;PIX;1492;Não;-;3
1272;CUST01272;24/06/25;03/07/25;9;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;3216;Não;-;3
1273;CUST01273;13/06/25;18/06/25;5;Sul;Bebidas;Água Mineral 1,5L;Cartão Débito;426;Não;-;3
1274;CUST01274;23/05/25;28/05/25;5;Sul;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;447;Não;-;3
1275;CUST01275;26/05/25;28/05/25;2;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;Cartão Débito;391;Não;-;3
1276;CUST00147;19/06/25;22/06/25;3;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;257;Não;-;3
1277;CUST00923;18/06/25;22/06/25;4;Sudeste;Bebidas;Água Mineral 1,5L;PIX;481;Não;-;3
1278;CUST00137;20/06/25;22/06/25;2;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;308;Não;-;3
1279;CUST01174;20/05/25;28/05/25;8;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;780;Não;-;3
1280;CUST01099;11/06/25;12/06/25;1;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Dinheiro;1239;Não;Produto conforme anunciado;5
1281;CUST00315;27/06/25;06/07/25;9;Sul;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;505;Não;-;3
1282;CUST00466;21/06/25;30/06/25;9;Sul;Bebidas;Água Mineral 1,5L;Cartão Crédito;429;Não;-;3
1283;CUST00747;22/05/25;23/05/25;1;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1232;Não;-;3
1284;CUST00381;14/06/25;18/06/25;4;Nordeste;Higiene Pessoal;Shampoo 400ml;PIX;982;Não;-;3
1285;CUST00692;14/06/25;18/06/25;4;Centro-Oeste;Bebidas;Suco de Laranja 1L;PIX;690;Não;-;3
1286;CUST00157;11/06/25;15/06/25;4;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;801;Não;-;3
1287;CUST00665;03/06/25;06/06/25;3;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;PIX;288;Sim;Atendimento ruim;2
1288;CUST01019;24/05/25;27/05/25;3;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;515;Sim;Prazo de entrega excedido;2
1289;CUST00723;25/06/25;01/07/25;6;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1317;Não;-;3
1290;CUST00128;21/05/25;31/05/25;10;Norte;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;175;Não;-;3
1291;CUST00651;17/06/25;26/06/25;9;Norte;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;387;Sim;Quantidade incorreta;1
1292;CUST01193;16/06/25;17/06/25;1;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;809;Não;-;3
1293;CUST00320;20/06/25;27/06/25;7;Sul;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;481;Não;-;3
1294;CUST00087;13/06/25;19/06/25;6;Norte;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;653;Não;-;3
1295;CUST01239;21/06/25;30/06/25;9;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1432;Não;Ótima qualidade;5
1296;CUST00048;27/05/25;28/05/25;1;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;300;Não;-;3
1297;CUST00686;10/06/25;15/06/25;5;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Débito;270;Não;-;3
1298;CUST00075;18/06/25;19/06/25;1;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;918;Sim;Atendimento ruim;2
1299;CUST01257;05/06/25;06/06/25;1;Sudeste;Limpeza Doméstica;Desinfetante 1L;PIX;402;Não;-;3
1300;CUST00122;27/06/25;07/07/25;10;Sul;Limpeza Doméstica;Detergente Líquido 500ml;PIX;366;Não;-;3
1301;CUST00054;15/05/25;18/05/25;3;Nordeste;Higiene Pessoal;Creme Dental 90g;Cartão Débito;490;Não;-;3
1302;CUST01156;02/06/25;04/06/25;2;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2520;Não;-;3
1303;CUST01168;13/06/25;16/06/25;3;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;860;Não;-;3
1304;CUST00329;22/05/25;31/05/25;9;Sul;Higiene Pessoal;Creme Dental 90g;PIX;400;Sim;Atraso na entrega;2
1305;CUST01214;20/06/25;22/06/25;2;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);Dinheiro;831;Não;-;3
1306;CUST00865;18/05/25;24/05/25;6;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1233;Não;-;3
1307;CUST00720;14/06/25;17/06/25;3;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;304;Sim;Prazo de entrega excedido;2
1308;CUST01167;29/06/25;03/07/25;4;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;1005;Não;-;3
1309;CUST00980;01/06/25;04/06/25;3;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1758;Sim;Produto diferente do pedido;1
1310;CUST01195;04/06/25;09/06/25;5;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;490;Sim;Atraso na entrega;1
1311;CUST00633;25/05/25;27/05/25;2;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1231;Não;-;3
1312;CUST00811;18/05/25;23/05/25;5;Centro-Oeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;859;Sim;Atraso na entrega;2
1313;CUST01052;29/05/25;03/06/25;5;Nordeste;Bebidas;Refrigerante Cola 2L;Dinheiro;805;Sim;Cobrança duplicada;2
1314;CUST00103;29/05/25;07/06/25;9;Sul;Limpeza Doméstica;Desinfetante 1L;PIX;674;Não;-;3
1315;CUST00438;04/06/25;05/06/25;1;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;3210;Não;-;3
1316;CUST01166;15/05/25;18/05/25;3;Nordeste;Bebidas;Refrigerante Cola 2L;PIX;785;Não;-;3
1317;CUST00975;29/05/25;03/06/25;5;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;834;Não;-;3
1318;CUST00096;19/06/25;21/06/25;2;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;PIX;407;Não;-;3
1319;CUST01220;19/06/25;28/06/25;9;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1380;Não;-;3
1320;CUST00541;03/06/25;12/06/25;9;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2442;Não;-;3
1321;CUST01240;30/05/25;04/06/25;5;Sul;Bebidas;Suco de Laranja 1L;Cartão Crédito;638;Sim;Produto diferente do pedido;1
1322;CUST00792;15/06/25;18/06/25;3;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;270;Não;-;3
1323;CUST00642;11/06/25;14/06/25;3;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;550;Não;-;3
1324;CUST00238;21/06/25;26/06/25;5;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;Dinheiro;1091;Não;-;3
1325;CUST00040;03/06/25;12/06/25;9;Norte;Bebidas;Refrigerante Cola 2L;Cartão Crédito;617;Não;-;3
1326;CUST00554;22/06/25;30/06/25;8;Norte;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;278;Não;-;3
1327;CUST01252;23/06/25;24/06/25;1;Sudeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1034;Sim;Embalagem violada;1
1328;CUST01079;15/06/25;20/06/25;5;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;539;Não;-;3
1329;CUST01132;20/05/25;23/05/25;3;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;623;Não;-;3
1330;CUST00168;24/05/25;28/05/25;4;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;255;Não;-;3
1331;CUST01271;22/05/25;31/05/25;9;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;3302;Sim;Quantidade incorreta;1
1332;CUST00280;02/06/25;05/06/25;3;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;509;Sim;Atraso na entrega;1
1333;CUST00869;03/06/25;07/06/25;4;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2296;Não;-;3
1334;CUST00540;21/06/25;30/06/25;9;Norte;Bebidas;Suco de Laranja 1L;PIX;826;Não;-;3
1335;CUST00565;25/05/25;27/05/25;2;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;328;Sim;Quantidade incorreta;2
1336;CUST01051;26/05/25;29/05/25;3;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;PIX;239;Não;-;3
1337;CUST00373;26/06/25;04/07/25;8;Norte;Limpeza Doméstica;Esponja Múltipla;PIX;246;Sim;Prazo de entrega excedido;1
1338;CUST01145;04/06/25;13/06/25;9;Sul;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;712;Não;-;3
1339;CUST00559;14/06/25;22/06/25;8;Sul;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1150;Não;-;3
1340;CUST00405;21/05/25;27/05/25;6;Norte;Bebidas;Água Mineral 1,5L;Cartão Débito;500;Não;Atendimento excelente;4
1341;CUST00226;15/06/25;20/06/25;5;Norte;Limpeza Doméstica;Desinfetante 1L;PIX;412;Não;-;3
1342;CUST00515;25/05/25;31/05/25;6;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;453;Não;Atendimento excelente;4
1343;CUST00605;28/06/25;02/07/25;4;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;2001;Não;-;3
1344;CUST00884;14/06/25;24/06/25;10;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;3489;Não;-;3
1345;CUST00009;27/06/25;28/06/25;1;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;534;Não;-;3
1346;CUST00462;08/06/25;13/06/25;5;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;316;Não;-;3
1347;CUST01268;06/06/25;07/06/25;1;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;909;Não;-;3
1348;CUST00477;26/06/25;30/06/25;4;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1784;Não;-;3
1349;CUST00800;17/05/25;24/05/25;7;Sul;Limpeza Doméstica;Desinfetante 1L;Dinheiro;432;Não;-;3
1350;CUST00828;16/06/25;17/06/25;1;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;515;Não;Produto conforme anunciado;4
1351;CUST00243;10/06/25;11/06/25;1;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;2138;Não;Compra sem complicações;5
1352;CUST00173;26/06/25;01/07/25;5;Nordeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1026;Não;-;3
1353;CUST00233;12/06/25;16/06/25;4;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;PIX;164;Não;-;3
1354;CUST00006;24/05/25;01/06/25;8;Sul;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;653;Não;-;3
1355;CUST00888;26/05/25;30/05/25;4;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;677;Sim;Quantidade incorreta;2
1356;CUST01119;19/05/25;23/05/25;4;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2329;Não;-;3
1357;CUST01100;25/05/25;29/05/25;4;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;3291;Sim;Produto diferente do pedido;1
1358;CUST00036;09/06/25;13/06/25;4;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;395;Não;Ótima qualidade;4
1359;CUST00186;15/05/25;25/05/25;10;Sul;Higiene Pessoal;Shampoo 400ml;PIX;812;Sim;Produto danificado;1
1360;CUST00910;22/06/25;02/07/25;10;Sul;Bebidas;Refrigerante Cola 2L;PIX;616;Não;-;3
1361;CUST00284;23/05/25;28/05/25;5;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;422;Não;-;3
1362;CUST00763;18/06/25;23/06/25;5;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;668;Sim;Cobrança duplicada;1
1363;CUST01033;07/06/25;13/06/25;6;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Dinheiro;1816;Não;Entrega rápida e sem problemas;5
1364;CUST00438;27/05/25;31/05/25;4;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;578;Não;-;3
1365;CUST00247;22/05/25;26/05/25;4;Sudeste;Bebidas;Refrigerante Cola 2L;Cartão Débito;808;Não;-;3
1366;CUST00736;15/05/25;21/05/25;6;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1818;Não;-;3
1367;CUST00591;23/06/25;01/07/25;8;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1486;Não;-;3
1368;CUST00124;29/05/25;02/06/25;4;Sudeste;Limpeza Doméstica;Esponja Múltipla;PIX;177;Não;-;3
1369;CUST00760;18/05/25;22/05/25;4;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;231;Não;-;3
1370;CUST00666;05/06/25;07/06/25;2;Sudeste;Bebidas;Suco de Laranja 1L;Dinheiro;827;Não;-;3
1371;CUST00164;01/06/25;04/06/25;3;Sudeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;469;Não;Produto conforme anunciado;4
1372;CUST00355;23/05/25;27/05/25;4;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1568;Não;Compra sem complicações;5
1373;CUST00348;24/06/25;25/06/25;1;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1321;Não;-;3
1374;CUST00910;20/05/25;23/05/25;3;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;906;Não;-;3
1375;CUST00784;28/05/25;07/06/25;10;Norte;Bebidas;Água Mineral 1,5L;Cartão Crédito;400;Sim;Produto danificado;1
1376;CUST00989;29/05/25;03/06/25;5;Nordeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1595;Não;-;3
1377;CUST00871;16/06/25;21/06/25;5;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1999;Não;-;3
1378;CUST00940;10/06/25;16/06/25;6;Sul;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1026;Não;-;3
1379;CUST00652;24/05/25;26/05/25;2;Sudeste;Bebidas;Água Mineral 1,5L;Dinheiro;316;Não;-;3
1380;CUST01066;28/05/25;29/05/25;1;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;PIX;127;Não;-;3
1381;CUST00639;16/06/25;25/06/25;9;Sul;Bebidas;Suco de Laranja 1L;PIX;670;Não;-;3
1382;CUST00870;01/06/25;10/06/25;9;Sul;Bebidas;Água Mineral 1,5L;Cartão Crédito;239;Não;-;3
1383;CUST00872;15/06/25;17/06/25;2;Nordeste;Higiene Pessoal;Sabonete em Barra;PIX;199;Não;-;3
1384;CUST00640;24/05/25;01/06/25;8;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;383;Não;-;3
1385;CUST00155;16/06/25;23/06/25;7;Sul;Higiene Pessoal;Sabonete em Barra;PIX;330;Sim;Cobrança duplicada;2
1386;CUST01255;24/05/25;01/06/25;8;Sul;Bebidas;Água Mineral 1,5L;Cartão Crédito;205;Não;-;3
1387;CUST00401;25/06/25;30/06/25;5;Sudeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;346;Não;-;3
1388;CUST01183;21/06/25;01/07/25;10;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1367;Não;-;3
1389;CUST01139;11/06/25;19/06/25;8;Sul;Bebidas;Água Mineral 1,5L;Cartão Crédito;271;Sim;Quantidade incorreta;1
1390;CUST00954;06/06/25;14/06/25;8;Sul;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1059;Não;-;3
1391;CUST01125;16/05/25;26/05/25;10;Sul;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;818;Não;-;3
1392;CUST01207;17/06/25;21/06/25;4;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;127;Não;-;3
1393;CUST00527;24/05/25;29/05/25;5;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;799;Não;-;3
1394;CUST00298;14/06/25;20/06/25;6;Norte;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;155;Não;-;3
1395;CUST00471;27/05/25;31/05/25;4;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;667;Não;-;3
1396;CUST00162;22/05/25;24/05/25;2;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;973;Não;-;3
1397;CUST00373;09/06/25;19/06/25;10;Norte;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;368;Sim;Produto danificado;2
1398;CUST00038;23/06/25;26/06/25;3;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Débito;564;Não;-;3
1399;CUST00355;31/05/25;10/06/25;10;Norte;Higiene Pessoal;Shampoo 400ml;PIX;1440;Não;-;3
1400;CUST01058;10/06/25;18/06/25;8;Sul;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1128;Não;Entrega rápida e sem problemas;4
1401;CUST00627;17/06/25;20/06/25;3;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;542;Não;-;3
1402;CUST00443;01/06/25;10/06/25;9;Sul;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;706;Sim;Produto danificado;1
1403;CUST01231;28/05/25;30/05/25;2;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;2269;Não;-;3
1404;CUST00324;09/06/25;11/06/25;2;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1164;Sim;Produto diferente do pedido;1
1405;CUST00229;16/06/25;20/06/25;4;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;242;Não;-;3
1406;CUST00146;01/06/25;05/06/25;4;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;269;Não;-;3
